name,hpxml_key,value
X1830,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,living space
X1831,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,manufactured home underbelly
X1832,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other
X1833,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other heated space
X1834,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other housing unit
X1835,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other housing unit above
X1836,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other housing unit below
X1837,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other multifamily buffer space
X1838,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,other non-freezing space
X1839,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,outside
X1840,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].ExteriorAdjacentTo,unconditioned space
X1841,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,attic
X1842,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,attic - conditioned
X1843,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,attic - unconditioned
X1844,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,attic - unvented
X1845,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,attic - vented
X1846,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,basement
X1847,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,basement - conditioned
X1848,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,basement - unconditioned
X1849,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,conditioned space
X1850,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,crawlspace
X1851,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,crawlspace - conditioned
X1852,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,crawlspace - unconditioned
X1853,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,crawlspace - unvented
X1854,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,crawlspace - vented
X1855,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,garage
X1856,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,garage - conditioned
X1857,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,garage - unconditioned
X1858,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,ground
X1859,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,living space
X1860,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,manufactured home underbelly
X1861,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other
X1862,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other heated space
X1863,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other housing unit
X1864,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other housing unit above
X1865,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other housing unit below
X1866,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other multifamily buffer space
X1867,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,other non-freezing space
X1868,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,outside
X1869,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].ExteriorAdjacentTo,unconditioned space
X1870,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].Insulation.AssemblyEffectiveRValue,__double__
X1871,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].Insulation.AssemblyEffectiveRValue,__double__
X1872,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].Insulation.AssemblyEffectiveRValue,__double__
X1873,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,attic
X1874,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,attic - conditioned
X1875,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,attic - unconditioned
X1876,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,attic - unvented
X1877,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,attic - vented
X1878,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,basement
X1879,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,basement - conditioned
X1880,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,basement - unconditioned
X1881,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,conditioned space
X1882,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,crawlspace
X1883,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,crawlspace - conditioned
X1884,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,crawlspace - unconditioned
X1885,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,crawlspace - unvented
X1886,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,crawlspace - vented
X1887,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,garage
X1888,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,garage - conditioned
X1889,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,garage - unconditioned
X1890,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,ground
X1891,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,living space
X1892,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,manufactured home underbelly
X1893,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other
X1894,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other heated space
X1895,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other housing unit
X1896,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other housing unit above
X1897,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other housing unit below
X1898,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other multifamily buffer space
X1899,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,other non-freezing space
X1900,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,outside
X1901,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].InteriorAdjacentTo,unconditioned space
X1902,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,attic
X1903,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,attic - conditioned
X1904,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,attic - unconditioned
X1905,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,attic - unvented
X1906,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,attic - vented
X1907,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,basement
X1908,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,basement - conditioned
X1909,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,basement - unconditioned
X1910,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,conditioned space
X1911,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,crawlspace
X1912,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,crawlspace - conditioned
X1913,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,crawlspace - unconditioned
X1914,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,crawlspace - unvented
X1915,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,crawlspace - vented
X1916,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,garage
X1917,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,garage - conditioned
X1918,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,garage - unconditioned
X1919,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,ground
X1920,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,living space
X1921,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,manufactured home underbelly
X1922,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other
X1923,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other heated space
X1924,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other housing unit
X1925,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other housing unit above
X1926,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other housing unit below
X1927,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other multifamily buffer space
X1928,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,other non-freezing space
X1929,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,outside
X1930,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].InteriorAdjacentTo,unconditioned space
X1931,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,attic
X1932,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,attic - conditioned
X1933,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,attic - unconditioned
X1934,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,attic - unvented
X1935,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,attic - vented
X1936,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,basement
X1937,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,basement - conditioned
X1938,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,basement - unconditioned
X1939,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,conditioned space
X1940,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,crawlspace
X1941,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,crawlspace - conditioned
X1942,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,crawlspace - unconditioned
X1943,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,crawlspace - unvented
X1944,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,crawlspace - vented
X1945,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,garage
X1946,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,garage - conditioned
X1947,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,garage - unconditioned
X1948,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,ground
X1949,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,living space
X1950,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,manufactured home underbelly
X1951,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other
X1952,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other heated space
X1953,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other housing unit
X1954,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other housing unit above
X1955,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other housing unit below
X1956,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other multifamily buffer space
X1957,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,other non-freezing space
X1958,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,outside
X1959,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].InteriorAdjacentTo,unconditioned space
X1960,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed1].SolarAbsorptance,__double__
X1961,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed2].SolarAbsorptance,__double__
X1962,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedExposed3].SolarAbsorptance,__double__
X1963,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].Area,__double__
X1964,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].Area,__double__
X1965,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared3].Area,__double__
X1966,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].Emittance,__double__
X1967,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].Emittance,__double__
X1968,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared3].Emittance,__double__
X1969,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,attic
X1970,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,attic - conditioned
X1971,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,attic - unconditioned
X1972,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,attic - unvented
X1973,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,attic - vented
X1974,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,basement
X1975,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,basement - conditioned
X1976,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,basement - unconditioned
X1977,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,conditioned space
X1978,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,crawlspace
X1979,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,crawlspace - conditioned
X1980,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,crawlspace - unconditioned
X1981,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,crawlspace - unvented
X1982,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,crawlspace - vented
X1983,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,garage
X1984,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,garage - conditioned
X1985,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,garage - unconditioned
X1986,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,ground
X1987,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,living space
X1988,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,manufactured home underbelly
X1989,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other
X1990,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other heated space
X1991,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other housing unit
X1992,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other housing unit above
X1993,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other housing unit below
X1994,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other multifamily buffer space
X1995,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,other non-freezing space
X1996,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,outside
X1997,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared1].ExteriorAdjacentTo,unconditioned space
X1998,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,attic
X1999,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,attic - conditioned
X2000,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,attic - unconditioned
X2001,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,attic - unvented
X2002,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,attic - vented
X2003,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,basement
X2004,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,basement - conditioned
X2005,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,basement - unconditioned
X2006,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,conditioned space
X2007,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,crawlspace
X2008,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,crawlspace - conditioned
X2009,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,crawlspace - unconditioned
X2010,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,crawlspace - unvented
X2011,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,crawlspace - vented
X2012,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,garage
X2013,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,garage - conditioned
X2014,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,garage - unconditioned
X2015,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,ground
X2016,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,living space
X2017,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,manufactured home underbelly
X2018,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,other
X2019,HPXML.Building.BuildingDetails.Enclosure.RimJoists.RimJoist[RimJoistBasementConditionedShared2].ExteriorAdjacentTo,other heated space
