name,hpxml_key,value
X0000,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.CombinedEnergyFactor,__double__
X0001,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.ControlType,timer
X0002,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.ControlType,moisture
X0003,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.ControlType,temperature
X0004,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,electricity
X0005,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,renewable electricity
X0006,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,natural gas
X0007,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,renewable natural gas
X0008,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,fuel oil
X0009,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,fuel oil 1
X0010,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,fuel oil 2
X0011,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,fuel oil 4
X0012,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,fuel oil 5/6
X0013,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,district steam
X0014,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,district hot water
X0015,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,district chilled water
X0016,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,solar hot water
X0017,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,propane
X0018,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,kerosene
X0019,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,diesel
X0020,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,coal
X0021,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,anthracite coal
X0022,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,bituminous coal
X0023,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,coke
X0024,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,wood
X0025,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,wood pellets
X0026,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,combination
X0027,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.FuelType,other
X0028,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,attic
X0029,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,attic - conditioned
X0030,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,attic - unconditioned
X0031,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,attic - unvented
X0032,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,attic - vented
X0033,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,basement
X0034,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,basement - conditioned
X0035,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,basement - unconditioned
X0036,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,conditioned space
X0037,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,crawlspace
X0038,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,crawlspace - conditioned
X0039,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,crawlspace - unconditioned
X0040,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,crawlspace - unvented
X0041,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,crawlspace - vented
X0042,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,manufactured home belly
X0043,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,garage
X0044,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,garage - conditioned
X0045,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,garage - unconditioned
X0046,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,living space
X0047,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,mechanical closet
X0048,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other exterior
X0049,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other heated space
X0050,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other housing unit
X0051,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other interior
X0052,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other multifamily buffer space
X0053,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,other non-freezing space
X0054,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,roof deck
X0055,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.Location,unconditioned space
X0056,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.IsVented,false
X0057,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.IsVented,true
X0058,HPXML.Building.BuildingDetails.Appliances.ClothesDryer.extension.VentedFlowRate,__double__
X0059,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Capacity,__double__
X0060,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.IntegratedModifiedEnergyFactor,__double__
X0061,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.LabelAnnualGasCost,__double__
X0062,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.LabelElectricRate,__double__
X0063,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.LabelGasRate,__double__
X0064,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.LabelUsage,__double__
X0065,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,attic
X0066,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,attic - conditioned
X0067,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,attic - unconditioned
X0068,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,attic - unvented
X0069,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,attic - vented
X0070,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,basement
X0071,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,basement - conditioned
X0072,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,basement - unconditioned
X0073,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,conditioned space
X0074,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,crawlspace
X0075,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,crawlspace - conditioned
X0076,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,crawlspace - unconditioned
X0077,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,crawlspace - unvented
X0078,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,crawlspace - vented
X0079,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,manufactured home belly
X0080,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,garage
X0081,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,garage - conditioned
X0082,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,garage - unconditioned
X0083,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,living space
X0084,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,mechanical closet
X0085,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other exterior
X0086,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other heated space
X0087,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other housing unit
X0088,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other interior
X0089,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other multifamily buffer space
X0090,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,other non-freezing space
X0091,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,roof deck
X0092,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.Location,unconditioned space
X0093,HPXML.Building.BuildingDetails.Appliances.ClothesWasher.RatedAnnualkWh,__double__
X0094,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,electricity
X0095,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,renewable electricity
X0096,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,natural gas
X0097,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,renewable natural gas
X0098,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,fuel oil
X0099,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,fuel oil 1
X0100,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,fuel oil 2
X0101,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,fuel oil 4
X0102,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,fuel oil 5/6
X0103,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,district steam
X0104,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,district hot water
X0105,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,district chilled water
X0106,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,solar hot water
X0107,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,propane
X0108,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,kerosene
X0109,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,diesel
X0110,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,coal
X0111,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,anthracite coal
X0112,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,bituminous coal
X0113,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,coke
X0114,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,wood
X0115,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,wood pellets
X0116,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,combination
X0117,HPXML.Building.BuildingDetails.Appliances.CookingRange.FuelType,other
X0118,HPXML.Building.BuildingDetails.Appliances.CookingRange.IsInduction,false
X0119,HPXML.Building.BuildingDetails.Appliances.CookingRange.IsInduction,true
X0120,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,basement
X0121,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,basement - conditioned
X0122,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,basement - unconditioned
X0123,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,conditioned space
X0124,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,garage
X0125,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,garage - conditioned
X0126,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,garage - unconditioned
X0127,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,kitchen
X0128,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,living space
X0129,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,other
X0130,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,other heated space
X0131,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,other housing unit
X0132,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,other multifamily buffer space
X0133,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,other non-freezing space
X0134,HPXML.Building.BuildingDetails.Appliances.CookingRange.Location,unconditioned space
X0135,HPXML.Building.BuildingDetails.Appliances.Oven.IsConvection,false
X0136,HPXML.Building.BuildingDetails.Appliances.Oven.IsConvection,true
X0137,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.AverageCeilingHeight,__double__
X0138,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ConditionedFloorArea,__double__
X0139,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofBathrooms,__double__
X0140,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofBedrooms,__double__
X0141,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofConditionedFloors,__double__
X0142,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.NumberofConditionedFloorsAboveGrade,__double__
X0143,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,single-family detached
X0144,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,single-family attached
X0145,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,manufactured home
X0146,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,2-4 unit building
X0147,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,5+ unit building
X0148,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,multi-family - uncategorized
X0149,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,multi-family - town homes
X0150,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,multi-family - condos
X0151,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,apartment unit
X0152,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,studio unit
X0153,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,other
X0154,HPXML.Building.BuildingDetails.BuildingSummary.BuildingConstruction.ResidentialFacilityType,unknown
X0155,HPXML.Building.BuildingDetails.BuildingSummary.BuildingOccupancy.NumberofResidents,__double__
X0156,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,1A
X0157,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,1B
X0158,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,1C
X0159,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,2A
X0160,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,2B
X0161,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,2C
X0162,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,3A
X0163,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,3B
X0164,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,3C
X0165,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,4A
X0166,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,4B
X0167,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,4C
X0168,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,5A
X0169,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,5B
X0170,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,5C
X0171,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,6A
X0172,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,6B
X0173,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,6C
X0174,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,7
X0175,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.ClimateZone,8
X0176,HPXML.Building.BuildingDetails.ClimateandRiskZones.ClimateZoneIECC.Year,__int__
X0177,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.AirLeakage,__double__
X0178,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.UnitofMeasure,CFM
X0179,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.UnitofMeasure,CFMnatural
X0180,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.UnitofMeasure,ACH
X0181,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.BuildingAirLeakage.UnitofMeasure,ACHnatural
X0182,HPXML.Building.BuildingDetails.Enclosure.AirInfiltration.AirInfiltrationMeasurement.HousePressure,__double__
X0183,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,programmable thermostat
X0184,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,manual thermostat
X0185,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,digital thermostat
X0186,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,timer
X0187,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,EMCS
X0188,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.ControlType,other
X0189,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetbackTempHeatingSeason,__double__
X0190,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetpointTempCoolingSeason,__double__
X0191,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetpointTempHeatingSeason,__double__
X0192,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.SetupTempCoolingSeason,__double__
X0193,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetbackHoursperWeekHeating,__double__
X0194,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.TotalSetupHoursperWeekCooling,__double__
X0195,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetbackStartHourHeating,__double__
X0196,HPXML.Building.BuildingDetails.Systems.HVAC.HVACControl.extension.SetupStartHourCooling,__double__
X0197,HPXML.Building.BuildingDetails.Systems.WaterHeating.HotWaterDistribution.PipeInsulation.PipeRValue,__double__
X0198,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,basement
X0199,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,basement - conditioned
X0200,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,basement - unconditioned
X0201,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,conditioned space
X0202,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,garage
X0203,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,garage - conditioned
X0204,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,garage - unconditioned
X0205,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,kitchen
X0206,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,living space
X0207,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,other
X0208,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,other heated space
X0209,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,other housing unit
X0210,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,other multifamily buffer space
X0211,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,other non-freezing space
X0212,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].Location,unconditioned space
X0213,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,basement
X0214,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,basement - conditioned
X0215,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,basement - unconditioned
X0216,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,conditioned space
X0217,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,garage
X0218,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,garage - conditioned
X0219,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,garage - unconditioned
X0220,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,kitchen
X0221,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,living space
X0222,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,other
X0223,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,other heated space
X0224,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,other housing unit
X0225,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,other multifamily buffer space
X0226,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,other non-freezing space
X0227,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].Location,unconditioned space
X0228,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,basement
X0229,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,basement - conditioned
X0230,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,basement - unconditioned
X0231,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,conditioned space
X0232,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,garage
X0233,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,garage - conditioned
X0234,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,garage - unconditioned
X0235,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,kitchen
X0236,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,living space
X0237,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,other
X0238,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,other heated space
X0239,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,other housing unit
X0240,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,other multifamily buffer space
X0241,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,other non-freezing space
X0242,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].Location,unconditioned space
X0243,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].PrimaryIndicator,false
X0244,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].PrimaryIndicator,true
X0245,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].PrimaryIndicator,false
X0246,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].PrimaryIndicator,true
X0247,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].PrimaryIndicator,false
X0248,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].PrimaryIndicator,true
X0249,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator1].RatedAnnualkWh,__double__
X0250,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator2].RatedAnnualkWh,__double__
X0251,HPXML.Building.BuildingDetails.Appliances.Refrigerator[Refrigerator3].RatedAnnualkWh,__double__
X0252,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented1].AtticType.Attic.Vented,false
X0253,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented1].AtticType.Attic.Vented,true
X0254,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented2].AtticType.Attic.Vented,false
X0255,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented2].AtticType.Attic.Vented,true
X0256,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented3].AtticType.Attic.Vented,false
X0257,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented3].AtticType.Attic.Vented,true
X0258,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented4].AtticType.Attic.Vented,false
X0259,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented4].AtticType.Attic.Vented,true
X0260,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented5].AtticType.Attic.Vented,false
X0261,HPXML.Building.BuildingDetails.Enclosure.Attics.Attic[AtticVented5].AtticType.Attic.Vented,true
X0262,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth1].Area,__double__
X0263,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth2].Area,__double__
X0264,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth3].Area,__double__
X0265,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth1].Azimuth,__double__
X0266,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth2].Azimuth,__double__
X0267,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth3].Azimuth,__double__
X0268,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth1].RValue,__double__
X0269,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth2].RValue,__double__
X0270,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorNorth3].RValue,__double__
X0271,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth1].Area,__double__
X0272,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth2].Area,__double__
X0273,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth3].Area,__double__
X0274,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth1].Azimuth,__double__
X0275,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth2].Azimuth,__double__
X0276,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth3].Azimuth,__double__
X0277,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth1].RValue,__double__
X0278,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth2].RValue,__double__
X0279,HPXML.Building.BuildingDetails.Enclosure.Doors.Door[DoorSouth3].RValue,__double__
X0280,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].Area,__double__
X0281,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed2].Area,__double__
X0282,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed3].Area,__double__
X0283,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].DepthBelowGrade,__double__
X0284,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed2].DepthBelowGrade,__double__
X0285,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed3].DepthBelowGrade,__double__
X0286,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].ExteriorAdjacentTo,attic
X0287,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].ExteriorAdjacentTo,attic - conditioned
X0288,HPXML.Building.BuildingDetails.Enclosure.FoundationWalls.FoundationWall[FoundationWallBasementConditionedExposed1].ExteriorAdjacentTo,attic - unconditioned
